Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDZ40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.040245222,8.935,54.9298,4.0
Low Fat,FDJ16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115064263,9.195,58.6246,4.0
Low Fat,FDT28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063664998,13.300,151.6708,4.0
Low Fat,FDB53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.139669224,13.350,147.6392,4.0
Low Fat,FDD53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044291251,16.200,43.3454,4.0
Low Fat,FDQ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.119570595,17.000,249.7434,4.0
Low Fat,FDJ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.124645538,18.000,117.2124,4.0
Low Fat,FDG44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10234983,6.130,55.0298,4.0
Low Fat,FDO32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120731024,6.360,46.5060,4.0
Low Fat,FDA20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066724663,6.780,187.7240,4.0
Low Fat,FDA19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055213208,7.520,129.5994,4.0
Low Fat,FDW56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071010513,7.680,190.9162,4.0
Low Fat,FDZ44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.038789271,8.185,115.6808,4.0
Low Fat,FDS20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053950661,8.850,182.7292,4.0
Low Fat,FDU07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059940022,11.100,149.1366,4.0
Low Fat,FDX08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022639195,12.850,179.7318,4.0
Low Fat,FDZ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025776994,16.250,169.9474,4.0
Low Fat,FDY55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081446638,16.750,257.0988,4.0
Low Fat,FDL20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128614205,17.100,111.6886,4.0
Low Fat,FDB33,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014602837,17.750,158.6262,4.0
Low Fat,FDV55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055159054,17.750,145.6444,4.0
Low Fat,FDA44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053305463,19.700,58.1930,4.0
Low Fat,DRH11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075675438,5.980,53.3614,4.0
Low Fat,DRN11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.163233667,7.850,144.6444,4.0
Low Fat,DRK47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064163983,7.905,229.9694,4.0
Low Fat,DRJ11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085223447,9.500,189.2872,4.0
Low Fat,DRO47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112399145,10.195,111.6860,4.0
Low Fat,DRJ59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019402371,11.650,38.7164,4.0
Low Fat,DRO59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054238448,11.800,75.4012,4.0
Low Fat,DRO35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034624104,13.850,115.0492,4.0
Low Fat,DRI47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020952705,14.700,143.5128,4.0
Low Fat,DRI23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137410256,18.850,161.7578,4.0
Low Fat,NCM05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059940022,6.825,262.4226,4.0
Low Fat,NCO05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046631836,7.270,98.4384,4.0
Low Fat,NCI29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032672263,8.600,141.2154,4.0
Low Fat,NCB54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.050130529,8.760,128.3336,4.0
Low Fat,NCO29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032306341,11.150,166.3526,4.0
Low Fat,NCQ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021639678,11.395,150.1708,4.0
Low Fat,NCV29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022879017,11.800,176.0686,4.0
Low Fat,NCR53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14526636,12.150,224.0404,4.0
Low Fat,NCN29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,15.200,47.8034,4.0
Low Fat,NCO53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,16.200,182.1608,4.0
Low Fat,NCM41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035711426,16.500,93.6120,4.0
Low Fat,NCC54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.097862839,17.750,239.3196,4.0
Low Fat,NCW41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,18.000,158.0604,4.0
Low Fat,NCY17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16334971,18.200,45.1086,4.0
Low Fat,NCW53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030542489,18.350,193.1162,4.0
Low Fat,NCJ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046159928,18.700,152.3682,4.0
Low Fat,NCW05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.148302815,20.250,108.3938,4.0
Low Fat,NCA05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025169703,20.750,150.4734,4.0
Low Fat,NCT42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024926013,5.880,149.9392,4.0
Low Fat,NCS30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093170838,5.945,127.3652,4.0
Low Fat,NCF06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020229757,6.235,260.8962,4.0
Low Fat,NCO26,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076975118,7.235,116.6492,4.0
Low Fat,NCM06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075845634,7.475,156.0656,4.0
Low Fat,NCW54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,7.500,59.2588,4.0
Low Fat,NCS42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069524391,8.600,91.8146,4.0
Low Fat,NCU54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.098775709,8.880,208.9270,4.0
Low Fat,NCT30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.080417724,9.100,48.8718,4.0
Low Fat,NCK18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.006708517,9.600,164.6184,4.0
Low Fat,NCK54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029569276,12.150,115.0150,4.0
Low Fat,NCR06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.006775667,12.500,42.9112,4.0
Low Fat,NCS18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042276746,12.650,108.4938,4.0
Low Fat,NCD06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099479703,13.000,44.9060,4.0
Low Fat,NCQ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04188955,13.000,255.9014,4.0
Low Fat,NCH07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092811105,13.150,159.7604,4.0
Low Fat,NCD55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024369007,14.000,40.2454,4.0
Low Fat,NCZ54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083488992,14.650,161.3552,4.0
Low Fat,NCI54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033651278,15.200,108.9912,4.0
Low Fat,NCE30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099290166,16.000,214.0902,4.0
Low Fat,NCH55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034726222,16.350,125.6020,4.0
Low Fat,NCH30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06725846,17.100,115.1860,4.0
Low Fat,NCL30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049016517,18.100,128.7336,4.0
Low Fat,NCI55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012673238,18.600,121.5414,4.0
Low Fat,NCI42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010381661,18.750,207.8954,4.0
Low Fat,NCQ50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034360687,18.750,215.7218,4.0
Low Fat,NCC06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027028323,19.000,127.0336,4.0
Low Fat,NCZ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094308058,19.600,251.8698,4.0
Low Fat,NCR50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011838464,20.200,155.1340,4.0
Low Fat,NCP30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032819637,20.500,38.9822,4.0
Low Fat,NCR30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071103348,20.600,75.4696,4.0
Low Fat,FDA39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012737719,6.320,38.5822,4.0
Low Fat,FDK27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008960445,11.000,119.1756,4.0
Low Fat,FDG31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037955309,12.150,62.8826,4.0
Low Fat,FDY51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081260969,12.500,221.7798,4.0
Low Fat,FDQ39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081168135,14.800,190.5846,4.0
Low Fat,NCM07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.040023967,9.395,85.5908,4.0
Low Fat,NCQ43,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11147467,17.750,108.0912,4.0
Low Fat,NCJ31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18293775,19.200,243.0196,4.0
Low Fat,FDH09,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05616476,12.600,51.8982,4.0
Low Fat,FDD46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.141475625,6.035,155.0998,4.0
Low Fat,FDX21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08509812,7.050,108.2912,4.0
Low Fat,FDQ57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027991093,7.275,145.9760,4.0
Low Fat,FDT58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.086088353,9.000,168.7816,4.0
Low Fat,FDY58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039980644,11.650,227.3694,4.0
Low Fat,FDH58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036997104,12.300,115.9834,4.0
Low Fat,FDQ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.091348964,13.350,150.3708,4.0
Low Fat,FDA21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036016619,13.650,186.3924,4.0
Low Fat,FDJ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058485617,15.000,44.7744,4.0
Low Fat,FDT57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019064377,15.200,238.2248,4.0
Low Fat,FDX45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105018817,16.750,155.2630,4.0
Low Fat,FDL22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036446751,16.850,90.3488,4.0
Low Fat,FDR10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010055503,17.600,163.7552,4.0
Low Fat,FDY10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049144165,17.600,112.7176,4.0
Low Fat,FDZ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105042025,17.600,163.8868,4.0
Low Fat,FDZ58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052257982,17.850,121.8072,4.0
Low Fat,FDW45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039071642,18.000,145.3418,4.0
Low Fat,FDV46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012627478,18.200,140.8180,4.0
Low Fat,FDN57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054318517,18.250,140.9154,4.0
Low Fat,FDR09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07784544,18.250,260.5962,4.0
Low Fat,FDN21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076975118,18.600,161.8236,4.0
Low Fat,FDP09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033942546,19.750,213.5902,4.0
Low Fat,FDV58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.121438886,20.850,196.1452,4.0
Low Fat,FDH10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049381666,21.000,193.0478,4.0
Low Fat,DRG48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014577695,5.780,147.2102,4.0
Low Fat,DRD25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.079094835,6.135,114.3860,4.0
Low Fat,DRE13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027748176,6.280,86.5198,4.0
Low Fat,DRB24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020609218,8.785,155.1656,4.0
Low Fat,DRN37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,9.600,166.5158,4.0
Low Fat,DRJ24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11350542,11.800,186.8924,4.0
Low Fat,DRK13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115346634,11.800,200.2084,4.0
Low Fat,DRF13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029827665,12.100,144.3444,4.0
Low Fat,DRH37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041681059,17.600,164.2526,4.0
Low Fat,DRC12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037885683,17.850,190.4188,4.0
Low Fat,DRI25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03395415,19.600,56.4614,4.0
Low Fat,DRE49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02128304,20.750,153.5024,4.0
Low Fat,FDA34,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014883661,11.500,174.5080,4.0
Low Fat,FDI35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041355366,14.000,182.0634,4.0
Regular,FDE36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041837331,5.260,161.8868,4.0
Regular,FDZ59,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.104183308,6.630,166.1500,4.0
Regular,FDY11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02960641,6.710,65.4142,4.0
Regular,FDQ36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.161798604,7.855,37.2848,4.0
Regular,FDS36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046960237,8.380,111.8570,4.0
Regular,FDP12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045337184,9.800,36.8874,4.0
Regular,FDM60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048218142,10.800,42.2138,4.0
Regular,FDM36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058822142,11.650,173.5422,4.0
Regular,FDL48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.082394321,19.350,48.5034,4.0
Regular,FDX47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034658144,6.550,155.8288,4.0
Regular,FDY47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,8.600,131.5310,4.0
Regular,FDO49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033103556,10.600,48.9008,4.0
Regular,FDN49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125419157,17.250,40.0480,4.0
Regular,FDQ25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028320655,8.630,172.5422,4.0
Regular,FDG38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05281112,8.975,86.6224,4.0
Regular,FDL50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042378864,12.150,125.4046,4.0
Regular,FDI38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014649641,13.350,207.3638,4.0
Regular,FDC14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041313203,14.500,42.0454,4.0
Regular,FDU50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075287081,5.750,115.3176,4.0
Regular,FDJ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023358738,11.350,184.4608,4.0
Regular,FDC16,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020601791,11.500,86.0540,4.0
Regular,FDQ26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.500,57.8562,4.0
Regular,FDY38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.119361718,13.600,231.6300,4.0
Regular,FDC40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065165046,16.000,79.3986,4.0
Regular,FDB40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.007551607,17.500,145.8102,4.0
Regular,FDD52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.183579854,18.250,110.8570,4.0
Regular,FDA27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030975716,20.350,253.9672,4.0
Regular,FDR16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105181277,5.845,214.4218,4.0
Regular,FDG17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035895934,6.865,244.4486,4.0
Regular,FDR40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008046878,9.100,78.7618,4.0
Regular,FDT52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047503318,9.695,244.6144,4.0
Regular,FDT16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048738014,9.895,262.1278,4.0
Regular,FDG05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.000,155.2630,4.0
Regular,FDP28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.080765853,13.650,262.8936,4.0
Regular,FDH17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016679232,16.200,96.3726,4.0
Regular,FDV52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.121709653,20.700,119.7466,4.0
Regular,FDF53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083736551,20.750,178.7318,4.0
Regular,FDN56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.107223632,5.460,144.8786,4.0
Regular,FDF44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059820884,7.170,130.3968,4.0
Regular,FDH56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063916425,9.800,117.1492,4.0
Regular,FDD21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030616757,10.300,112.7176,4.0
Regular,FDO20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.152364317,12.850,254.0382,4.0
Regular,FDS19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064307102,13.800,77.3012,4.0
Regular,FDC09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026342897,15.500,104.1332,4.0
Regular,FDR56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.100922503,15.500,199.0768,4.0
Regular,FDW07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.142910689,18.000,89.6514,4.0
Regular,FDF45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012223687,18.200,57.1904,4.0
Regular,FDI08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066400129,18.200,250.1092,4.0
Regular,FDC08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10361083,19.000,228.3720,4.0
Regular,FDX07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022954444,19.200,184.4950,4.0
Regular,FDP08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112584813,20.500,192.0478,4.0
Regular,FDY39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04710181,5.305,181.8608,4.0
Regular,FDO39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137580452,6.985,182.8608,4.0
Regular,FDM51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025966531,11.800,102.2674,4.0
Regular,FDH31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020442889,12.000,98.0042,4.0
Regular,FDI07,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033813351,12.350,198.1426,4.0
Regular,FDX03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061190964,15.850,47.1744,4.0
Regular,FDJ27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122065518,17.700,103.3674,4.0
Regular,FDU27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17174348,18.600,48.8376,4.0
Regular,FDN33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.123307177,6.305,93.5436,4.0
Regular,FDH46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041346469,6.935,103.1332,4.0
Regular,FDG46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032960823,8.630,115.0518,4.0
Regular,FDX33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117667492,9.195,159.5578,4.0
Regular,FDS58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021039273,9.285,160.0578,4.0
Regular,FDU10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045763062,10.100,38.4848,4.0
Regular,FDB46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093909644,10.500,213.7244,4.0
Regular,FDU21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076839735,11.800,34.9558,4.0
Regular,FDO09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125469442,13.500,264.4910,4.0
Regular,FDW09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025961116,13.650,80.4302,4.0
Regular,FDP22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099286298,14.650,49.8666,4.0
Regular,FDL57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067181098,15.100,258.8304,4.0
Regular,FDL09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128235131,19.600,169.2816,4.0
Regular,DRD01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061270647,12.100,53.2614,4.0
Regular,DRB48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024892129,16.750,37.8822,4.0
Regular,DRA24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039990314,19.350,165.0868,4.0
Regular,FDE35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.043968652,7.060,57.6904,4.0
Regular,FDD23,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048761223,9.500,186.5898,4.0
Regular,FDH47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129016487,13.500,98.4068,4.0
Low Fat,FDW11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048857925,12.600,61.0194,4.0
Low Fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,10.800,72.3380,4.0
Low Fat,NCA30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129534812,19.000,190.1872,4.0
Regular,FDW12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035627489,8.315,146.6444,4.0
Regular,FDS24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062321222,20.850,87.2514,4.0
Regular,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074847665,7.720,78.8986,4.0
Regular,FDA52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128621941,16.200,175.5370,4.0
Regular,FDT07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,5.820,256.6330,4.0
Regular,FDT39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009883257,6.260,149.8366,4.0
Regular,FDI34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085268317,10.650,229.7668,4.0
Low Fat,FDM44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.054363971,12.500,105.0990,4.0
Low Fat,FDY55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0,16.750,258.3988,4.0
Low Fat,NCI54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.058827583,15.200,110.4912,4.0
Low Fat,NCX30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.046609281,16.700,248.6776,4.0
